new_id,id,product_name,segment,family,class,brick
3294,3357,"CHOW MEIN SEASONING MIX, CHOW MEIN",Food/Beverage,Seasonings/Preservatives/Extracts,Seasonings/Preservatives/Extracts,Seasonings/Marinades - Prepared/Processed
3295,3358,"MONGOLIAN BEEF SEASONING MIX, MONGOLIAN BEEF",Food/Beverage,Seasonings/Preservatives/Extracts,Seasonings/Preservatives/Extracts,Seasonings/Marinades - Prepared/Processed
3296,3359,MARINADE MIX FOR MEAT,Food/Beverage,Seasonings/Preservatives/Extracts,Seasonings/Preservatives/Extracts,Seasonings/Marinades - Prepared/Processed
3297,3360,"MEAT LOAF SEASONING MIX, MEAT LOAF",Food/Beverage,Seasonings/Preservatives/Extracts,Seasonings/Preservatives/Extracts,Seasonings/Marinades - Prepared/Processed
3298,3362,"SLOPPY JOES SEASONING MIX, SLOPPY JOES",Food/Beverage,Seasonings/Preservatives/Extracts,Seasonings/Preservatives/Extracts,Seasonings/Marinades - Prepared/Processed
3299,3365,"BROCCOLI-BEEF SEASONING MIX, BROCCOLI-BEEF",Food/Beverage,Seasonings/Preservatives/Extracts,Seasonings/Preservatives/Extracts,Seasonings/Marinades - Prepared/Processed
3300,9142,"SESAME GINGER MARINADE WITH MANDARIN ORANGE JUICE, SESAME GINGER",Food/Beverage,Seasonings/Preservatives/Extracts,Seasonings/Preservatives/Extracts,Seasonings/Marinades - Prepared/Processed
3301,9144,"STEAK & CHOP MARINADE WITH GARLIC & CRACKED BLACK PEPPER, STEAK & CHOP",Food/Beverage,Seasonings/Preservatives/Extracts,Seasonings/Preservatives/Extracts,Seasonings/Marinades - Prepared/Processed
3302,9145,"SIGNATURE STEAKHOUSE WITH WORCESTERSHIRE SAUCE, STEAKHOUSE",Food/Beverage,Seasonings/Preservatives/Extracts,Seasonings/Preservatives/Extracts,Seasonings/Marinades - Prepared/Processed
3303,9151,"ORGANIC SUPER FRUIT GREENS ORANGE, MANGO, PINEAPPLE, CUCUMBER, SPINACH, ROMAINE, KALE FRUIT & VEGETABLE JUICE SMOOTHIE, SUPER FRUIT GREENS",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Fruit/Vegetable Juice - Ready to Drink
3304,9153,ORGANIC PASTURE-RAISED VITAMIN D WHOLE MILK,Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Milk - Liquid (Perishable)
3305,9154,"ORGANIC EMERALD GREENS CUCUMBER, APPLE, SPINACH, ROMAINE, KALE, LIME, VEGETABLE & FRUIT JUICE BLEND, EMERALD GREENS",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Fruit/Vegetable Juice - Ready to Drink
3306,9156,"SMOOTH GREENS ORGANIC CUCUMBER, PINEAPPLE, SPINACH, APPLE, KALE, MANGO, MINT VEGETABLE & FRUIT JUICE BLEND, SMOOTH GREENS",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Fruit/Vegetable Juice - Ready to Drink
3307,9158,SPARKLING WATER,Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
3308,9166,"ORANGE SPARKLING NATURAL SPRING WATER, ORANGE",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
3309,9169,"LIVELY LEMON FLAVOR SPARKLING NATURAL SPRING WATER, LIVELY LEMON",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
3310,9185,"ZESTY LIME SPARKLING NATURAL SPRING WATER, ZESTY LIME",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
3311,9190,"SEASONING SAUCE, SEASONING",Food/Beverage,Seasonings/Preservatives/Extracts,Seasonings/Preservatives/Extracts,Seasonings/Marinades - Prepared/Processed
3312,9195,"ORANGE SPARKLING NATURAL SPRING WATER, ORANGE",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
3313,9199,"LIVELY LEMON SPARKLING MOUNTAIN SPRING WATER, LIVELY LEMON",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
3314,9205,"SEMI-SWEET CHOCOLATE NONPAREILS, SEMI-SWEET CHOCOLATE",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Chocolate
3315,9206,"STRAWBERRY LOWFAT MILK, STRAWBERRY",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Milk - Liquid (Perishable)
3316,9210,"55% CACAO DARK CHOCOLATE WITH PISTACHIOS, PISTACHIOS",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Chocolate
3317,9214,"SWEETENED CONDENSED MILK, SWEETENED",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Milk - Liquid (Perishable)
3318,9219,"ORANGE SPARKLING NATURAL SPRING WATER, ORANGE",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
3319,9220,"ORANGE FLAVOR SPARKLING MOUNTAIN SPRING WATER, ORANGE",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
3320,9230,"SIMPLY BUBBLES SPARKLING NATURAL SPRING WATER, SIMPLY BUBBLES",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
3321,9235,"SIMPLY BUBBLES SPARKLING NATURAL SPRING WATER, SIMPLY BUBBLES",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
3322,9240,CARBONATED MINERAL WATER,Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
3323,9243,ORGANIC EVAPORATED MILK,Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Milk - Liquid (Perishable)
3324,9245,"LIVELY LEMON SPARKLING NATURAL SPRING WATER, LIVELY LEMON",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
3325,9254,"LIVELY LEMON FLAVOR SPARKLING MOUNTAIN SPRING WATER, LIVELY LEMON",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
3326,9257,"LIVELY LEMON NATURAL SPARKLING SPRING WATER, LIVELY LEMON",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
3327,9264,"LIVELY LEMON SPARKLING NATURAL SPRING WATER, LIVELY LEMON",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
3328,9265,"BERRY PUNCH JUICE, BERRY PUNCH",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Fruit/Vegetable Juice - Ready to Drink
3329,9268,"CINNAMON BROWN SUGAR BREAKFAST BISCUITS, CINNAMON BROWN SUGAR",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Biscuits/Cookies (Shelf Stable)
3330,9273,"CHILI LIME PEANUTS, CHILI LIME",Food/Beverage,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Nuts/Seeds - Prepared/Processed,Nuts/Seeds - Prepared/Processed (Shelf Stable)
3331,9276,"HONEY ROASTED PEANUTS, HONEY ROASTED",Food/Beverage,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Nuts/Seeds - Prepared/Processed,Nuts/Seeds - Prepared/Processed (Shelf Stable)
3332,9278,"WINTER SPICED HONEY ROASTED PEANUTS, ALMONDS, HONEY ROASTED SESAME STICKS, CASHEWS, PECANS MIX, WINTER SPICED",Food/Beverage,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Nuts/Seeds - Prepared/Processed,Nuts/Seeds - Prepared/Processed (Shelf Stable)
3333,9284,"COCKTAIL PEANUTS, COCKTAIL",Food/Beverage,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Nuts/Seeds - Prepared/Processed,Nuts/Seeds - Prepared/Processed (Shelf Stable)
3334,9285,"WALNUTS, CRANBERRIES, DARK CHOCOLATE COVERED SOYNUTS OMEGA-3 MIX, WALNUTS, CRANBERRIES, DARK CHOCOLATE COVERED SOYNUTS",Food/Beverage,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Nuts/Seeds - Prepared/Processed,Nuts/Seeds - Prepared/Processed (Shelf Stable)
3335,9288,"BLUEBERRY NUT PROTEIN MIX, BLUEBERRY NUT",Food/Beverage,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Nuts/Seeds - Prepared/Processed,Nuts/Seeds - Prepared/Processed (Shelf Stable)
3336,9289,"NUTS, SEEDS & CRANBERRIES ROASTED PEANUTS, SUNFLOWER SEED KERNELS, GOLDEN RAISINS, CRANBERRIES, ROASTED ALMONDS, PUMPKIN SEED KERNELS TRAIL MIX, NUTS, SEEDS & CRANBERRIES",Food/Beverage,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Nuts/Seeds - Prepared/Processed,Nuts/Seeds - Prepared/Processed (Shelf Stable)
3337,9290,"CHILI LIME PEANUTS, CHILI LIME",Food/Beverage,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Nuts/Seeds - Prepared/Processed,Nuts/Seeds - Prepared/Processed (Shelf Stable)
3338,9291,"PEANUT BUTTER CHOCOLATE TRAIL MIX HONEY ROASTED PEANUTS, M&M'S PEANUT BUTTER CHOCOLATE CANDIES, COCOA ALMONDS, M&M'S PEANUTS CHOCOLATE CANDIES, PEANUT BUTTER CHOCOLATE",Food/Beverage,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Nuts/Seeds - Prepared/Processed,Nuts/Seeds - Prepared/Processed (Shelf Stable)
3339,9292,"HEART HEALTHY PEANUTS, ALMONDS, PISTACHIOS, PECANS, WALNUTS, HAZELNUTS WITH A TOUCH OF SEA SALT MIX, HEART HEALTHY",Food/Beverage,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Nuts/Seeds - Prepared/Processed,Nuts/Seeds - Prepared/Processed (Shelf Stable)
3340,9294,"LIGHTLY SALTED COCKTAIL PEANUTS, LIGHTLY SALTED",Food/Beverage,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Nuts/Seeds - Prepared/Processed,Nuts/Seeds - Prepared/Processed (Shelf Stable)
3341,9296,"BREAKFAST CASHEWS, ALMONDS, DRIED CRANBERRIES, DRIED CINNAMON APPLE PIECES, GRANOLA BLEND, BREAKFAST",Food/Beverage,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Nuts/Seeds - Prepared/Processed,Nuts/Seeds - Prepared/Processed (Shelf Stable)
3342,9299,"SEA SALT & VINEGAR PEANUTS, SEA SALT & VINEGAR",Food/Beverage,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Nuts/Seeds - Prepared/Processed,Nuts/Seeds - Prepared/Processed (Shelf Stable)
3343,9308,"SEA SALT & VINEGAR PEANUTS, SEA SALT & VINEGAR",Food/Beverage,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Nuts/Seeds - Prepared/Processed,Nuts/Seeds - Prepared/Processed (Shelf Stable)
3344,9312,"CHERRY PUNCH SOFT & CHEWY ROPES CANDY, CHERRY PUNCH",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate
3345,9313,"BLACK CHERRY REAL SUGAR SODA, BLACK CHERRY",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Soft Drinks - Ready to Drink
3346,9314,"MEN'S HEALTH PEANUTS, ALMONDS, PISTACHIOS RECOMMENDED MIX, MEN'S HEALTH",Food/Beverage,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Nuts/Seeds - Prepared/Processed,Nuts/Seeds - Prepared/Processed (Shelf Stable)
3347,9315,"BLUEBERRY NUT PROTEIN MIX, BLUEBERRY NUT",Food/Beverage,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Nuts/Seeds - Prepared/Processed,Nuts/Seeds - Prepared/Processed (Shelf Stable)
3348,9316,"MANGO PASSIONFRUIT AGUA FRESCA MANGO, PASSIONFRUIT AND LEMON JUICE BEVERAGE FROM CONCENTRATE, MANGO PASSIONFRUIT",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Fruit/Vegetable Juice - Ready to Drink
3349,9317,"BERRY PUNCH FLAVORED SPARKLING ENERGY BEVERAGE, BERRY PUNCH",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Soft Drinks - Ready to Drink
3350,9318,"TROPICAL FRUIT & NUT TRAIL MIX, TROPICAL FRUIT & NUT",Food/Beverage,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Nuts/Seeds - Prepared/Processed,Nuts/Seeds - Prepared/Processed (Shelf Stable)
3351,9320,HOT & SPICY PEANUTS,Food/Beverage,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Nuts/Seeds - Prepared/Processed,Nuts/Seeds - Prepared/Processed (Shelf Stable)
3352,9327,"BLUEBERRY BREAKFAST BISCUITS, BLUEBERRY",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Biscuits/Cookies (Shelf Stable)
3353,9328,"SWEET & CREAMY MEDIUM ROAST COFFEE, NUTTY HAZELNUT, NUTTY HAZELNUT",Food/Beverage,Beverages,Coffee/Coffee Substitutes,Coffee - Ground Beans
3354,9329,"CREAMY MILK CHOCOLATE WITH CRISPED RICE BARS, CREAMY MILK CHOCOLATE WITH CRISPED RICE",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Chocolate
3355,9331,MILK CHOCOLATE TRUFFLES,Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Chocolate
3356,9334,"ORANGE MANGO FLAVORED SPARKLING ENERGY BEVERAGE, ORANGE MANGO",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Soft Drinks - Ready to Drink
3357,9336,"BLACK CHERRY FLAVOR SPARKLING MOUNTAIN SPRING WATER, BLACK CHERRY",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
3358,9339,"FRUIT JUICY RED COTTON CANDY, FRUIT JUICY RED",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate
3359,9341,VAPOR DISTILLED SPARKLING WATER,Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
3360,9342,"PISTACHIOS LOVERS MIX PISTACHIOS WITH ALMONDS & CASHEWS, PISTACHIOS LOVERS MIX",Food/Beverage,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Nuts/Seeds - Prepared/Processed,Nuts/Seeds - Prepared/Processed (Shelf Stable)
3361,9344,"GODIVA, ASSORTED DESSERT TRUFFLES",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Chocolate
3362,9345,"SOFT & CHEWY CARAMEL SWIRLS, SEA SALT",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate
3363,9346,"BAKER'S BATCH, SOFT BAKED COOKIES, ICED LEMON, ICED LEMON",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Biscuits/Cookies (Shelf Stable)
3364,9348,"GODIVA, CHOCOLATE LAVA CAKE DESSERT TRUFFLES",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Chocolate
3365,9349,"GODIVA, 50% CACAO DARK CHOCOLATE, BLOOD ORANGE, BLOOD ORANGE",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Chocolate
3366,9350,"POMEGRANATE ACUA FRESCA POMEGRANATE AND LEMON JUICE BEVERAGE FROM CONCENTRATE, POMEGRANATE",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Fruit/Vegetable Juice - Ready to Drink
3367,9355,DIET COLA BEVERAGE MIX,Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Soft Drinks - Ready to Drink
3368,9356,"12 FLAVOR GUMMI BEARS, CHERRY, STRAWBERRY, MANGO, PINEAPPLE, LEMON, ORANGE, GREEN APPLE, WATERMELON, PINK GRAPEFRUIT, LIME, BLUE RASPBERRY, GRAPE",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate
3369,9357,"100% BLACK CHERRY JUICE FROM CONCENTRATE, BLACK CHERRY",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Fruit/Vegetable Juice - Ready to Drink
3370,9359,"ORANGE SPARKLING NATURAL SPRING WATER, ORANGE",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
3371,9362,JELLY BEANS,Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate
3372,9363,ASSORTED FRUIT FLAVORED CANDIES,Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate
3373,9375,"VANILLA WAFERS, VANILLA",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Biscuits/Cookies (Shelf Stable)
3374,9379,"GLUTEN FREE CORN & RICE BLEND PASTA, SPAGHETTI",Food/Beverage,Cereal/Grain/Pulse Products,Pasta/Noodles,Pasta/Noodles - Unprepared/Unprocessed (Shelf Stable)
3375,9382,"CANDY CRUSH, FRUIT SNACKS, ASSORTED, ASSORTED",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate
3376,9383,NEW YORK STYLE CHEESECAKE,Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Cakes/Pastries (Perishable)
3377,9390,CRUNCHY SQUASH CHIPS,Food/Beverage,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Vegetables - Prepared/Processed,Vegetables - Prepared/Processed (Shelf Stable)
3378,9391,"MAPLE & BROWN SUGAR INSTANT OATMEAL, MAPLE & BROWN SUGAR",Food/Beverage,Cereal/Grain/Pulse Products,Breakfast Cereals,Breakfast Cereals - Ready to Eat
3379,9392,"ORIGINAL INSTANT OATMEAL, ORIGINAL",Food/Beverage,Cereal/Grain/Pulse Products,Breakfast Cereals,Breakfast Cereals - Ready to Eat
3380,9393,"APPLES & CINNAMON INSTANT OATMEAL, APPLES & CINNAMON",Food/Beverage,Cereal/Grain/Pulse Products,Breakfast Cereals,Breakfast Cereals - Ready to Eat
3381,9394,"MAPLE & BROWN SUGAR INSTANT OATMEAL, MAPLE & BROWN SUGAR",Food/Beverage,Cereal/Grain/Pulse Products,Breakfast Cereals,Breakfast Cereals - Ready to Eat
3382,9395,ASSORTED FRUIT FLAVORED SNACKS,Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate
3383,9399,SOURDOUGH ROUND,Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Bread (Perishable)
3384,9402,"ORIGINAL MULTIGRAIN CEREAL, ORIGINAL",Food/Beverage,Cereal/Grain/Pulse Products,Breakfast Cereals,Breakfast Cereals - Ready to Eat
3385,9403,WHEAT ENRICHED BREAD,Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Bread (Perishable)
3386,9404,"THE ORIGINAL BAKERY BREAD, ORIGINAL",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Bread (Perishable)
3387,9405,SWEET BABY GRAINS ORGANIC BREAD,Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Bread (Perishable)
3388,9425,"HONEY MAID, GRAHAM SNACKS, MIXED BERRY",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Biscuits/Cookies (Shelf Stable)
3389,9433,"PREMIUM APPLE JUICE, APPLE",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Fruit/Vegetable Juice - Ready to Drink
3390,9441,"SWEETENED LIME JUICE NON-ALCOHOLIC COCKTAIL MIXER, SWEETENED LIME",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Fruit/Vegetable Juice - Ready to Drink
3391,9444,SECRET JAMAICAN JERK MARINADE,Food/Beverage,Seasonings/Preservatives/Extracts,Seasonings/Preservatives/Extracts,Seasonings/Marinades - Prepared/Processed
3392,9447,VEGETABLE JUICE BLEND,Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Fruit/Vegetable Juice - Ready to Drink
3393,9448,"100% CRANBERRY NECTAR JUICE A WHITE GRAPE AND CRANBERRY JUICE BLEND FROM CONCENTRATE, CRANBERRY NECTAR",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Fruit/Vegetable Juice - Ready to Drink
3394,9449,"100% CONCORD GRAPE JUICE FROM CONCENTRATE, CONCORD GRAPE",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Fruit/Vegetable Juice - Ready to Drink
3395,9450,"100% WHITE GRAPE JUICE FROM CONCENTRATE, WHITE GRAPE",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Fruit/Vegetable Juice - Ready to Drink
3396,9451,"100% APRICOT MANGO JUICE A PEAR, APRICOT AND MANGO JUICE BLEND FROM CONCENTRATE, APRICOT MANGO",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Fruit/Vegetable Juice - Ready to Drink
3397,9452,"PEAR NECTAR A PEAR AND WHITE GRAPE JUICE BLEND FROM CONCENTRATES, PEAR NECTAR",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Fruit/Vegetable Juice - Ready to Drink
3398,9454,"100% PINEAPPLE JUICE FROM CONCENTRATE WITH ADDED VITAMIN C, PINEAPPLE",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Fruit/Vegetable Juice - Ready to Drink
3399,9466,HEARTBREAKERS CANDY,Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate
3400,9482,HOAGIE ROLLS,Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Bread (Perishable)
3401,9488,"BLUEBERRY CEREAL BARS, BLUEBERRY",Food/Beverage,Cereal/Grain/Pulse Products,Breakfast Cereals,Cereal/Granola Bars
3402,9489,"MIXED BERRY CEREAL BARS, MIXED BERRY",Food/Beverage,Cereal/Grain/Pulse Products,Breakfast Cereals,Cereal/Granola Bars
3403,9499,"CEREAL BARS, STRAWBERRY",Food/Beverage,Cereal/Grain/Pulse Products,Breakfast Cereals,Cereal/Granola Bars
3404,9500,"REMOULADE SAUCE, WE GOTCHA",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Liquid/Sauce/Soup,Sauce - Ready to Eat (Shelf Stable)
3405,9503,WHITE DINNER ROLLS,Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Bread (Perishable)
3406,9529,"VANILLA BEAN ICE CREAM, VANILLA BEAN",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Ice Cream/Frozen Desserts (Frozen)
3407,9538,"STRAWBERRY MEETS BANANA 100% FRUIT JUICE SMOOTHIES, STRAWBERRY MEETS BANANA",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Fruit/Vegetable Juice - Ready to Drink
3408,9546,EVERLASTING HEARTBREAKERS CANDY,Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate
3409,9547,"PRINCESS, STRAWBERRY FLAVORED CEREAL WITH PRINCESS MARSHMALLOWS, STRAWBERRY",Food/Beverage,Cereal/Grain/Pulse Products,Breakfast Cereals,Breakfast Cereals - Ready to Eat
3410,9550,CANDY FILLED FUN STRAWS CANDY & CARD KIT,Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate
3411,9554,THE AUTHENTIC PUERTORICAN BREAD,Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Bread (Perishable)
3412,9556,"DESSERT CAKE, NEAPOLITAN VORTEX",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Cakes/Pastries (Perishable)
3413,9560,DESSERT TRUFFLES,Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Chocolate
3414,9561,"GRAND TRUFFLES, CHOCOLATE MOUSSE, CARAMEL, FRENCH VANILLA, RED VELVET",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Chocolate
3415,9564,"APPLE DECADENT DANISH, APPLE",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Cakes/Pastries (Perishable)
3416,9565,"HOMESTYLE SUGAR FREE COOKIES, VANILLA",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Biscuits/Cookies (Shelf Stable)
3417,9569,"MORNING BISCUITS, OATMEAL RAISIN",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Biscuits/Cookies (Shelf Stable)
3418,9575,BELGIAN CHOCOLATE DESSERT CUPS,Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Chocolate
3419,9578,"RED BERRIES CRUNCHY RICE & WHEAT FLAKES WITH REAL STRAWBERRIES CEREAL, RED BERRIES",Food/Beverage,Cereal/Grain/Pulse Products,Breakfast Cereals,Breakfast Cereals - Ready to Eat
3420,9585,PIZZA COOKIE,Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Biscuits/Cookies (Shelf Stable)
3421,9588,"WILD BERRIES GUMMIES, WILD BERRIES",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate
3422,9590,"FRUIT CHEWS, WATERMELON, CHERRY, STRAWBERRY & FRUIT PUNCH",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate
3423,9602,"BLUEBERRY FLAVORED FRUIT & GRAIN CEREAL BARS, BLUEBERRY",Food/Beverage,Cereal/Grain/Pulse Products,Breakfast Cereals,Cereal/Granola Bars
3424,9616,"ALL NATURAL ULTRA PREMIUM ICE CREAM, CHERRIES JUBILEE",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Ice Cream/Frozen Desserts (Frozen)
3425,9617,"ULTRA PREMIUM ICE CREAM, CHOCOLATE CITY",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Ice Cream/Frozen Desserts (Frozen)
3426,9622,EASTER JELLY MIX,Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate
3427,9629,"PLANTAIN CHIPS, KETTLE COOKED WITH SEA SALT",Food/Beverage,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Vegetables - Prepared/Processed,Vegetables - Prepared/Processed (Shelf Stable)
3428,9635,"CINNAMON CRUMB CAKE BAKERY DELIGHTS BARS, CINNAMON CRUMB CAKE",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Cakes/Pastries (Perishable)
