new_id,id,product_name,predicted_segment,predicted_family,predicted_class,predicted_brick
8135,10348,LACTOSE FREE 1% GRADE A ULTRA-PASTEURIZED LOWFAT MILK,Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Milk,
8136,10350,"PEPPER JACK CHEESE MONTEREY JACK CHEESE WITH JALAPENO PEPPERS, PEPPER JACK",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese,
8137,10351,"KOSHER DILL REDUCED SODIUM SPEARS, KOSHER DILL",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Shelf Stable)
8138,10353,"ASSORTED SANDWICH CREME COOKIES, ASSORTED",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate
8139,10354,"PARMIGIANO REGGIANO SHREDDED CHEESE, PARMIGIANO REGGIANO",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese,
8140,10357,"CREAM FAT FREE CHEESE, CREAM",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese,
8141,10359,"TOFFEE WITH TOFFEE PIECES AND A CARAMEL SWIRL FROZEN DAIRY DESSERT, TOFFEE",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate
8142,10361,"POLISH DILL SPEARS, POLISH DILL",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Shelf Stable)
8143,10364,"WHITE ENRICHED BREAD, WHITE",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Bread (Perishable)
8144,10367,"CHEESE MINI ROUND RAVIOLI, CHEESE",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese,
8145,10368,"ORGANIC MORNING PROTEIN SMOOTHIE, BANANA POM-BERRY YOGURT",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Yogurts,
8146,10371,"VANILLA BLENDED GREEK STRAINED NONFAT YOGURT, VANILLA",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Yogurts,
8147,10373,"CHOCOLATE ECLAIR FLAVORED CENTER IN ARTIFICIALLY FLAVORED VANILLA FROZEN DAIRY DESSERT ROLLED IN CAKE PIECES, CHOCOLATE ECLAIR",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Chocolate
8148,10375,"VANILLA WITH OTHER NATURAL FLAVORS FROZEN DAIRY DESSERT IN A SUGAR CONE DIPPED IN CHOCOLATE FLAVORED COATING TOPPED WITH PEANUTS AND CONE PIECES, VANILLA SUNDAE CONE",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Frozen)
8149,10376,"SLICED COLBY & MONTEREY JACK CHEESE, COLBY & MONTEREY JACK",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese,
8150,10379,"ORIGINAL CHERRY, LIME & BLUE RASPBERRY FROZEN CONFECTION, ORIGINAL, CHERRY, LIME & BLUE RASPBERRY",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate
8151,10386,"VANILLA WITH OTHER NATURAL FLAVORS FROZEN DAIRY DESSERT DIPPED IN CHOCOLATE FLAVORED COATING BAR, VANILLA",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Chocolate
8152,10387,"STRAWBERRY BLENDED LOWFAT YOGURT, STRAWBERRY",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Yogurts,
8153,10389,"ICE CREAM, CHOCOLATE MARSHMALLOW",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Frozen)
8154,10391,"100% WHOLE WHEAT BREAD, 100% WHOLE WHEAT",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Bread (Perishable)
8155,10392,"WHITE SANDWICH ENRICHED BREAD, WHITE",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Bread (Perishable)
8156,10394,"CHOCOLATE SUNDAE CONE CHOCOLATE FROZEN DAIRY DESSERT IN A SUGAR CONE DIPPED IN CHOCOLATE FLAVORED COATING TOPPED WITH CHOCOLATE COOKIE PIECES, CHOCOLATE SUNDAE CONE",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Chocolate
8157,10397,"VANILLA REDUCED FAT ICE CREAM, VANILLA",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Ice Cream/Frozen Desserts (Frozen)
8158,10399,"BIRTHDAY CELEBRATION WHITE CAKE FLAVORED ICE CREAM WITH RED FROSTING RIBBON AND CANDY CONFETTI ICE CREAM CUPS, BIRTHDAY CELEBRATION",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate
8159,10403,"RAISINS, DATES & WALNUTS INSTANT OATMEAL, RAISINS, DATES & WALNUTS",Food/Beverage,Cereal/Grain/Pulse Products,Breakfast Cereals,Breakfast Cereals - Ready to Eat
8160,10404,"CHEESE RAVIOLI, CHEESE",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Frozen)
8161,10405,CHOPPED PECANS,Food/Beverage,Nuts/Seeds - Unprepared/Unprocessed (Perishable),Tree Nuts,Tree Nuts - Unprepared/Unprocessed (Perishable)
8162,10406,CREAM CHEESE,Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese,
8163,10408,"VANILLA FLAVORED ICE CREAM IN A SUGAR CONE DIPPED IN A CHOCOLATE FLAVORED COATING TOPPED WITH PEANUTS MINI SUNDAE CONES, VANILLA",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Frozen)
8164,10410,"VANILLA FLAVORED ICE CREAM CUPS, VANILLA",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Ice Cream/Frozen Desserts (Frozen)
8165,10412,"SWEETENED CONDENSED MILK, SWEETENED",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Milk - Liquid (Perishable)
8166,10416,"HICKORY & BROWN SUGAR BBQ SAUCE, HICKORY & BROWN SUGAR",Food/Beverage,Seasonings/Preservatives/Extracts,Seasonings/Preservatives/Extracts,Seasonings/Marinades - Prepared/Processed
8167,10417,"HONEY BLENDED GREEK STRAINED NONFAT YOGURT, HONEY",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Yogurts,
8168,10422,"COOKIES & CREAM ICE CREAM BETWEEN TWO CHOCOLATE FLAVORED WAFERS MINI SANDWICHES, COOKIES & CREAM",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Chocolate
8169,10425,"INSTANT OATMEAL WITH FLAX, CINNAMON & SPICE",Food/Beverage,Cereal/Grain/Pulse Products,Breakfast Cereals,Breakfast Cereals - Ready to Eat
8170,10427,"CHOCOLATE & VANILLA FLAVORED ICE CREAM SANDWICHES, CHOCOLATE & VANILLA",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Chocolate
8171,10428,"CHOCOLATE 1% LOWFAT MILK, CHOCOLATE",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Milk - Liquid (Perishable)
8172,10432,"ZESTY KOSHER DILL SPEARS, ZESTY",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Shelf Stable)
8173,10434,"HOMESTYLE VANILLA ICE CREAM, HOMESTYLE VANILLA",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Ice Cream/Frozen Desserts (Frozen)
8174,10435,"CHEESE TORTELLINI, CHEESE",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese,
8175,10436,"ENRICHED SPLIT TOP WHEAT BREAD, WHEAT",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Bread (Perishable)
8176,10438,"SNICKERDOODLE BARS, SNICKERDOODLE",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate
8177,10439,"SEA SALT MULTIGRAIN PITA CHIPS, SEA SALT",Food/Beverage,Cereal/Grain/Pulse Products,None of the provided categories are appropriate for the product.,
8178,10440,"BLACK CHERRY FRUIT ON THE BOTTOM GREEK STRAINED NONFAT YOGURT, BLACK CHERRY",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Yogurts,
8179,10442,"NEW YORK STYLE VANILLA FLAVORED REDUCED FAT ICE CREAM, NEW YORK STYLE VANILLA",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Ice Cream/Frozen Desserts (Frozen)
8180,10443,"WHEAT BREAD, WHEAT",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Bread (Perishable)
8181,10445,"CHOCOLATE CHIP REDUCED FAT ICE CREAM, CHOCOLATE CHIP",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Ice Cream/Frozen Desserts (Frozen)
8182,10447,"CHEDDAR CHEESE DIP, CHEDDAR",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese,
8183,10450,"ASSORTED BERRY POPS QUIESCENTLY FROZEN CONFECTIONS, STRAWBERRY, RASPBERRY, MIXED BERRY",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate
8184,10451,GRADE A WHOLE MILK,Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Milk,
8185,10454,EVAPORATED MILK,Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Milk,
8186,10455,"MOUNTAIN PEANUTS, RAISINS, CHOCOLATE FLAVORED CANDIES, GOLDEN RAISINS & CASHEWS TRAIL MIX, MOUNTAIN",Food/Beverage,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Nuts/Seeds - Prepared/Processed,Nuts/Seeds - Prepared/Processed (Shelf Stable)
8187,10456,ENRICHED SLICED HOT DOG BUNS,Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Bread (Perishable)
8188,10457,CLUB SODA,Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Soft Drinks - Ready to Drink
8189,10458,"MOUNTAIN PEANUTS, RAISINS, CHOCOLATE FLAVORED CANDIES, GOLDEN RAISINS & CASHEWS TRAIL MIX, MOUNTAIN",Food/Beverage,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Nuts/Seeds - Prepared/Processed,Nuts/Seeds - Prepared/Processed (Shelf Stable)
8190,10459,"GREEK YOGURT, HONEY STRAWBERRY",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Yogurts,
8191,10461,"SHARP CHEDDAR CHEESE, SHARP CHEDDAR",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese,
8192,10462,"APPLES & CINNAMON INSTANT OATMEAL, APPLES & CINNAMON",Food/Beverage,Cereal/Grain/Pulse Products,Breakfast Cereals,Breakfast Cereals - Ready to Eat
8193,10465,ENRICHED SLICED HAMBURGER BUNS,Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Bread (Perishable)
8194,10466,"THE ORIGINAL CHOCOLATE FUDGE & BANANA FLAVORED FUDGE, CHOCOLATE, BANANA",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Chocolate
8195,10468,"SEA SALT PITA CHIPS, SEA SALT",Food/Beverage,Cereal/Grain/Pulse Products,None of the provided categories are appropriate for the product.,
8196,10469,"ANIMAL COOKIES, CINNAMON",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate
8197,10470,"DILL RELISH, DILL",Food/Beverage,Seasonings/Preservatives/Extracts,Seasonings/Preservatives/Extracts,Seasonings/Marinades - Prepared/Processed
8198,10471,"GALAXY VANILLA FLAVORED REDUCED FAT ICE CREAM WITH CHOCOLATE FLAVORED COATING BARS, GALAXY",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Chocolate
8199,10472,"VANILLA CRUNCH FROZEN DAIRY DESSERT DIPPED IN CHOCOLATE FLAVORED COATING AND CRISP RICE, VANILLA CRUNCH",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Chocolate
8200,10473,"SUGAR WAFERS, VANILLA",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate
8201,10474,"WHEAT SANDWICH BREAD, WHEAT",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Bread (Perishable)
8202,10475,"ZESTY SWEET CHUNKS, ZESTY",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Shelf Stable)
8203,10478,FUDGE BARS FROZEN DAIRY CONFECTION,Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate
8204,10480,"WHITE ORIGINAL ENRICHED BREAD, WHITE",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Bread (Perishable)
8205,10485,"REAL ICE CREAM, PEANUT BUTTER JUMBLE",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Ice Cream/Frozen Desserts (Frozen)
8206,10486,"LEMON SANDWICH CREME COOKIES, LEMON",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate
8207,10487,"SWEET WHOLE GHERKINS, SWEET",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Shelf Stable)
8208,10488,"VANILLA FLAVORED ICE CREAM SANDWICHES WITH CHOCOLATE FLAVORED WAFERS, VANILLA, CHOCOLATE",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Chocolate
8209,10490,"VANILLA SPRINKLE VANILLA FLAVORED ICE CREAM IN A SUGAR CONE DIPPED IN A CHOCOLATE FLAVORED COATING SPRINKLED WITH CONFETTI CANDY AND CRUNCH TOPPING SUNDAE CONES, VANILLA SPRINKLE",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Frozen)
8210,10491,"SEA SALT VEGETABLE AND POTATO SNACK, SEA SALT",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Shelf Stable)
8211,10492,"CINNAMON RAISIN ENGLISH MUFFINS, CINNAMON RAISIN",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Bread (Perishable)
8212,10493,VITAMIN D WHOLE MILK,Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Milk,
8213,10495,LIGHT ENRICHED HAMBURGER BUNS,Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Bread (Perishable)
8214,10496,"CARROT CAKE MINI DONUTS, CARROT CAKE",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Cakes/Pastries (Perishable)
8215,10497,"SALT & VINEGAR FLAVORED KETTLE COOKED POTATO CHIPS, SALT & VINEGAR",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Shelf Stable)
8216,10499,"HORSERADISH CHEDDAR PASTEURIZED PROCESS CHEESE, HORSERADISH CHEDDAR",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese,
8217,10500,"SUGAR WAFERS, STRAWBERRY",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate
8218,10501,"TIN ROOF SUNDAE CHOCOLATE FUDGE AND PEANUTS WITH CHOCOLATE FLAVORED COATING IN VANILLA FLAVORED ICE CREAM, TIN ROOF SUNDAE",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Frozen)
8219,10502,"HAMBURGER DILL SLICES, HAMBURGER DILL",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Shelf Stable)
8220,10503,"FUDGE SWIRL REDUCED FAT ICE CREAM, FUDGE SWIRL",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Ice Cream/Frozen Desserts (Frozen)
8221,10505,1% LOWFAT MILK,Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Milk,
8222,10509,"WHITE BURGER BUNS, WHITE",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Bread (Perishable)
8223,10512,"RASPBERRY FRUIT ON THE BOTTOM GREEK STRAINED NONFAT YOGURT, RASPBERRY",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Yogurts,
8224,10514,"RICOTTA PART SKIM CHEESE, RICOTTA",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese,
8225,10516,"WHOLE WHEAT ENGLISH MUFFINS, WHOLE WHEAT",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Bread (Perishable)
8226,10517,"COOKIES & CREAM ICE CREAM IN A SUGAR CONE DIPPED IN A CHOCOLATE FLAVORED COATING TOPPED WITH COOKIE PIECES MINI SUNDAE CONES, COOKIES & CREAM",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Frozen)
8227,10522,SLIVERED ALMONDS,Food/Beverage,Nuts/Seeds - Unprepared/Unprocessed (Perishable),Tree Nuts,Tree Nuts - Unprepared/Unprocessed (Perishable)
8228,10524,"THE ORIGINAL CHERRY, LIME & BLUE RASPBERRY FROZEN CONFECTION, ORIGINAL, CHERRY, LIME & BLUE RASPBERRY",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate
8229,10525,SILKY SMOOTH PROMISES DARK CHOCOLATE,Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Chocolate
8230,10526,"MOZZARELLA LOW-MOISTURE PART-SKIM SHREDDED CHEESE, MOZZARELLA",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese,
8231,10527,"PEPPER JACK MONTEREY JACK CHEESE WITH JALAPENO PEPPERS SLICED CHEESE, PEPPER JACK",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese,
8232,10530,"100% PREMIUM APPLE JUICE, APPLE",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Fruit/Vegetable Juice - Ready to Drink
8233,10532,"STRAWBERRY SWIRL REDUCED FAT ICE CREAM, STRAWBERRY SWIRL",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Ice Cream/Frozen Desserts (Frozen)
8234,10551,"BREAD & BUTTER SWEET SLICES, BREAD & BUTTER",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Shelf Stable)
8235,10552,"NEAPOLITAN CHOCOLATE, STRAWBERRY & ARTIFICIALLY FLAVORED VANILLA REDUCED FAT ICE CREAM, NEAPOLITAN",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Ice Cream/Frozen Desserts (Frozen)
8236,10553,"CARAMEL DIPPED SHORTBREAD COOKIES, CARAMEL DIPPED",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate
8237,10555,"BREAD & BUTTER SWEET CHUNKS, BREAD & BUTTER",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Shelf Stable)
8238,10571,"PLAIN GREEK STRAINED NONFAT YOGURT, PLAIN",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Yogurts,
8239,10572,"MINT CHIP ICE CREAM, MINT CHIP",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Frozen)
8240,10573,"PEANUT BUTTER & DARK CHOCOLATE CHEWY PROTEIN BARS, PEANUT BUTTER & DARK CHOCOLATE",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Chocolate
8241,10574,"COOKIES 'N CREAM FROZEN DAIRY DESSERT IN A SUGAR CONE DIPPED IN WHITE COATING TOPPED WITH CHOCOLATE COOKIE PIECES, COOKIES 'N CREAM SUNDAE CONE",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate
8242,10575,"ASSORTED POPS QUIESCENTLY FROZEN CONFECTIONS, CHERRY, ORANGE, GRAPE",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate
8243,10579,2% REDUCED FAT MILK,Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Milk,
8244,10580,LOLLIPOP RINGS,Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate
8245,10583,"VANILLA FROZEN DAIRY DESSERT LAYERED BETWEEN CHOCOLATE FLAVORED WAFERS SANDWICH, VANILLA",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Chocolate
8246,10585,"MILK CHOCOLATE MINT COOKIE, MILK CHOCOLATE",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Chocolate
8247,10589,"CHOCOLATE CHIP COOKIE DOUGH FLAVORED ICE CREAM WITH COOKIE DOUGH PIECES AND CHOCOLATE FLAKES, CHOCOLATE CHIP COOKIE DOUGH",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Chocolate
8248,10590,"EXTRA SHARP CHEDDAR FINELY SHREDDED CHEESE, EXTRA SHARP CHEDDAR",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese,
8249,10591,"RIPPLE POTATO CHIPS, RIPPLE",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Shelf Stable)
8250,10595,"CREAMY MILK CHOCOLATE WITH CRISPED RICE, CREAMY MILK CHOCOLATE",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Chocolate
8251,10599,"JAM'N LEMON SORBET, CREAMY LEMON SWIRL, LEMON ZEST, JAM'N LEMON",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate
8252,10600,"DREAMY PASSION FRUIT, PASSION FRUIT WITH VANILLA BARK + ORANGE ZEST",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Shelf Stable)
8253,10601,"CHOCOLATE FUDGETASTIC SWIRL GREEK FROZEN YOGURT, CHOCOLATE FUDGETASTIC SWIRL",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Yogurts,
8254,10602,"STEAK & CHOP MARINADE WITH GARLIC AND BLACK PEPPER, GARLIC AND BLACK PEPPER",Food/Beverage,Seasonings/Preservatives/Extracts,Seasonings/Preservatives/Extracts,Seasonings/Marinades - Prepared/Processed
8255,10603,"CHEESE FLAVORED CHEESEY PUFFS CORN SNACK, CHEESEY",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Shelf Stable)
8256,10604,CHEF'S CUT SUN DRIED TOMATOES,Food/Beverage,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Vegetables - Prepared/Processed,Vegetables - Prepared/Processed (Shelf Stable)
8257,10607,"TURKEY HARDWOOD-SMOKED TWISTED LINK SAUSAGE STICK, TURKEY",Food/Beverage,Meat/Poultry/Other Animals,Meat/Poultry/Other Animals - Prepared/Processed,Meat/Poultry/Other Animals Sausages - Prepared/Processed
8258,10608,"CHERRY LIME SPARKLING WATER, CHERRY LIME",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
8259,10613,"CHOCOLATE ICE CREAM, CHOCOLATE",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Chocolate
8260,10614,"ORIGINAL DIP STYLE POTATO CHIPS, ORIGINAL",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Shelf Stable)
8261,10620,"RASPBERRY SHERBET, RASPBERRY",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Frozen)
8262,10621,ORGANIC ASIAGO FRESH CHEESE,Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese,
8263,10623,"CHERRY ICE CREAM WITH MIXED NUTS AND CHERRY PIECES, CHERRY NUT",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Frozen)
8264,10624,"LEMON, LIME, & ORANGE RAINBOW SHERBET, LEMON, LIME, & ORANGE",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Frozen)
8265,10626,"RASPBERRY CREAM CHEESE COFFEECAKE, RASPBERRY CREAM CHEESE",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Cakes/Pastries (Perishable)
